Region report						
Network name: APOE-4_4						
Region Name	Degree	Clustering Coefficient	Betweenness Centrality	Module	Regional Efficiency	Participation Coefficient
Left Lingual Gyrus	0.0988593155894	0.335384615385	0.0100969781613	2	0.493029150824	0.437869822485
Left Superior Parietal Lobule	0.0342205323194	0.555555555556	0.000248919610321	3	0.360646387833	0.197530864198
Right VI	0.0760456273764	0.289473684211	0.00817251120509	2	0.458808618504	0.635
Left Occipital Fusiform Gyrus	0.0342205323194	0.75	0.00013530700751	2	0.385424588086	0.197530864198
Left Occipital Pole	0.0266159695817	0.952380952381	5,30E+05	2	0.357667934094	0.244897959184
Left VI	0.0608365019011	0.508333333333	0.00193018626665	2	0.43124207858	0.1171875
Left Lateral Occipital Cortex inferior division	0.0380228136882	0.644444444444	0.000265131196108	2	0.391634980989	0.32
Left VI	0.0798479087452	0.32380952381	0.0111875669122	2	0.455640050697	0.507936507937
Left Lateral Occipital Cortex inferior division	0.0836501901141	0.372294372294	0.00416884972286	2	0.454689480355	0.45867768595
Left Lateral Occipital Cortex inferior division	0.0684410646388	0.483660130719	0.00206898231449	2	0.423003802281	0.277777777778
Left Occipital Fusiform Gyrus	0.0456273764259	0.621212121212	0.000402202981434	2	0.393029150824	0.152777777778
Left Temporal Fusiform Cortex posterior division	0.0570342205323	0.47619047619	0.00263586852052	2	0.428390367554	0.124444444444
Left Temporal Fusiform Cortex posterior division	0.0874524714829	0.328063241107	0.00898608569175	2	0.469264892269	0.461247637051
Vermis VI	0.0608365019011	0.441666666667	0.00284632235439	2	0.449302915082	0.3203125
Left Inferior Temporal Gyrus temporooccipital part	0.0456273764259	0.590909090909	0.000902524973906	2	0.396514575412	0.277777777778
Left Inferior Temporal Gyrus temporooccipital part	0.0456273764259	0.560606060606	0.0011932099944	2	0.404309252218	0.375
Left Angular Gyrus	0.0532319391635	0.428571428571	0.000924300858761	3	0.383460076046	0.132653061224
Left Temporal Fusiform Cortex anterior division	0.106463878327	0.378306878307	0.00595163157634	2	0.49556400507	0.68112244898
Left Lateral Occipital Cortex superior division	0.0988593155894	0.381538461538	0.00851782724095	3	0.478770595691	0.328402366864
Left Superior Parietal Lobule	0.0380228136882	0.511111111111	0.000525570723956	3	0.373954372624	0.32
Left Superior Parietal Lobule	0.110266159696	0.273399014778	0.0144022754354	3	0.477503168568	0.428061831153
Left Inferior Temporal Gyrus temporooccipital part	0.0342205323194	0.527777777778	0.000463363746625	2	0.358428390368	0.493827160494
Left Lateral Occipital Cortex inferior division	0.0798479087452	0.238095238095	0.00958864539254	3	0.444866920152	0.634920634921
Left Lateral Occipital Cortex superior division	0.0494296577947	0.525641025641	0.00159311313711	3	0.445183776933	0.378698224852
Left Supramarginal Gyrus posterior division	0.0494296577947	0.423076923077	0.000629097482436	3	0.372053231939	0.0
Left Middle Temporal Gyrus temporooccipital part	0.0570342205323	0.495238095238	0.000444981553541	3	0.37237008872	0.0
Left Middle Temporal Gyrus posterior division	0.106463878327	0.383597883598	0.00723450282726	3	0.449936628644	0.293367346939
Left Postcentral Gyrus	0.0456273764259	0.393939393939	0.000741702494726	3	0.374271229404	0.0
Left Middle Temporal Gyrus posterior division	0.0722433460076	0.461988304094	0.0022110136906	3	0.415716096324	0.18836565097
Left Middle Temporal Gyrus posterior division	0.0798479087452	0.471428571429	0.00274851565378	3	0.432509505703	0.172335600907
Left Putamen	0.205323193916	0.235499650594	0.0486929400873	3	0.565589353612	0.491769547325
Left Inferior Temporal Gyrus anterior division	0.0456273764259	0.378787878788	0.00188686681652	2	0.447718631179	0.680555555556
Left Postcentral Gyrus	0.041825095057	0.527272727273	0.00160284971935	3	0.420152091255	0.561983471074
Left Parietal Operculum Cortex	0.0684410646388	0.575163398693	0.00114161526403	3	0.39670468948	0.0
Left Caudate	0.117870722433	0.339784946237	0.00742824970798	3	0.510773130545	0.653485952133
Left Insular Cortex	0.171102661597	0.311111111111	0.0371192308979	3	0.550063371356	0.597530864198
Left Postcentral Gyrus	0.0494296577947	0.397435897436	0.00077052410051	3	0.368504435995	0.0
Left Middle Temporal Gyrus posterior division	0.0608365019011	0.508333333333	0.00138525676055	3	0.404752851711	0.1171875
Left Planum Temporale	0.0456273764259	0.863636363636	0.000114119708227	3	0.381495564005	0.0
Left Middle Temporal Gyrus posterior division	0.0874524714829	0.513833992095	0.00336460062061	3	0.450887198986	0.0831758034026
Left Putamen	0.12927756654	0.310160427807	0.0122919785042	3	0.510773130545	0.641868512111
Left Middle Temporal Gyrus anterior division	0.0456273764259	0.424242424242	0.00112878472525	3	0.401140684411	0.291666666667
Left Insular Cortex	0.106463878327	0.396825396825	0.00501866819374	3	0.475918884664	0.252551020408
Left Superior Frontal Gyrus	0.0874524714829	0.300395256917	0.0139839582725	3	0.4654626109	0.362948960302
Left Precentral Gyrus	0.0608365019011	0.466666666667	0.00441254976998	3	0.455323193916	0.578125
Left Middle Frontal Gyrus	0.0570342205323	0.447619047619	0.00336687208247	3	0.423637515843	0.32
Left Frontal Pole	0.136882129278	0.285714285714	0.0229749472021	1	0.522813688213	0.479938271605
Left Precentral Gyrus	0.0380228136882	0.622222222222	0.000566534571829	3	0.378326996198	0.18
Left Frontal Operculum Cortex	0.144486692015	0.337126600284	0.0203871759974	3	0.520595690748	0.494459833795
Left Central Opercular Cortex	0.102661596958	0.42735042735	0.00933005384405	3	0.49144486692	0.320987654321
Left Precentral Gyrus	0.0456273764259	0.469696969697	0.00143760228482	3	0.40525982256	0.277777777778
Left Frontal Pole	0.0342205323194	0.472222222222	0.0008359837392	1	0.401140684411	0.493827160494
Left Frontal Orbital Cortex	0.0456273764259	0.621212121212	0.000420616646893	3	0.427756653992	0.402777777778
Left Frontal Pole	0.041825095057	0.472727272727	0.000895742164283	1	0.411280101394	0.462809917355
Left Temporal Pole	0.0342205323194	0.583333333333	0.000346657865024	3	0.417617237009	0.617283950617
Left Middle Frontal Gyrus	0.0228136882129	0.8	5,48E+06	3	0.346070975919	0.277777777778
Left Frontal Pole	0.06463878327	0.441176470588	0.00255592317083	1	0.422686945501	0.110726643599
Left Middle Frontal Gyrus	0.0456273764259	0.363636363636	0.00231294401905	3	0.387515842839	0.486111111111
Left Frontal Pole	0.0494296577947	0.397435897436	0.00291727552418	3	0.426172370089	0.520710059172
Left Inferior Frontal Gyrus pars opercularis	0.0836501901141	0.406926406926	0.00494370636781	3	0.447401774398	0.0867768595041
Left Frontal Pole	0.0380228136882	0.466666666667	0.00069265238869	1	0.381495564005	0.32
Left Frontal Orbital Cortex	0.06463878327	0.492647058824	0.00160242919782	3	0.441381495564	0.519031141869
Left Precentral Gyrus	0.0570342205323	0.361904761905	0.00152320148703	3	0.379340937896	0.0
Left Middle Frontal Gyrus	0.041825095057	0.472727272727	0.00128144400369	3	0.389416983523	0.297520661157
Left Central Opercular Cortex	0.0722433460076	0.561403508772	0.00115726708344	3	0.427122940431	0.0
Left Insular Cortex	0.121673003802	0.387096774194	0.0101255691494	3	0.503802281369	0.552734375
Left Postcentral Gyrus	0.0722433460076	0.573099415205	0.0011621273801	3	0.412864385298	0.0
Left Middle Temporal Gyrus posterior division	0.0570342205323	0.638095238095	0.000537103636622	3	0.401774397972	0.0
Left Central Opercular Cortex	0.0874524714829	0.553359683794	0.00309159482196	3	0.441064638783	0.0
Left Central Opercular Cortex	0.0608365019011	0.675	0.000708966837256	3	0.407160963245	0.0
Left Planum Temporale	0.0836501901141	0.562770562771	0.00271690547108	3	0.444866920152	0.0867768595041
Left Planum Temporale	0.0760456273764	0.573684210526	0.00223719607214	3	0.423954372624	0.0
Left Planum Temporale	0.102661596958	0.518518518519	0.00358480394034	3	0.45278833967	0.0
Right Occipital Pole	0.114068441065	0.363218390805	0.0110209687965	0	0.501267427123	0.651111111111
Right Occipital Pole	0.117870722433	0.443010752688	0.00567882735699	0	0.503485424588	0.47866805411
Right Lingual Gyrus	0.0456273764259	0.5	0.000854367566191	2	0.429974651458	0.5
Right Temporal Occipital Fusiform Cortex	0.0722433460076	0.485380116959	0.00131138460065	0	0.434727503169	0.526315789474
Right Parahippocampal Gyrus posterior division	0.0570342205323	0.47619047619	0.00180470988386	2	0.45247148289	0.56
Right Occipital Fusiform Gyrus	0.182509505703	0.294326241135	0.0347108240609	0	0.56020278834	0.513020833333
Right Temporal Occipital Fusiform Cortex	0.0912547528517	0.329710144928	0.00572883378621	0	0.438212927757	0.21875
Right Parahippocampal Gyrus posterior division	0.121673003802	0.235887096774	0.0145115545262	1	0.518377693283	0.6484375
Right Crus I	0.0342205323194	0.5	0.0019966101675	0	0.395437262357	0.37037037037
Right Lateral Occipital Cortex superior division	0.136882129278	0.373015873016	0.00886073585196	0	0.511406844106	0.427469135802
Right Crus II	0.0152091254753	0.666666666667	0.000225836010333	0	0.342205323194	0.5
Right Occipital Fusiform Gyrus	0.102661596958	0.407407407407	0.00433364698136	0	0.462610899873	0.197530864198
Right Inferior Temporal Gyrus posterior division	0.041825095057	0.563636363636	0.000463764769889	0	0.383396704689	0.165289256198
Right Lateral Occipital Cortex superior division	0.114068441065	0.432183908046	0.00476783034248	0	0.500633713561	0.482222222222
Right Lateral Occipital Cortex inferior division	0.0912547528517	0.413043478261	0.00342902808253	0	0.453105196451	0.152777777778
Right Occipital Pole	0.125475285171	0.32196969697	0.0195450900387	0	0.509505703422	0.312213039486
Right Lateral Occipital Cortex inferior division	0.06463878327	0.573529411765	0.000722055619401	0	0.416666666667	0.110726643599
Right Temporal Fusiform Cortex posterior division	0.0570342205323	0.419047619048	0.00462079725069	2	0.450570342205	0.48
Right Lateral Occipital Cortex superior division	0.06463878327	0.529411764706	0.00105121526094	0	0.422053231939	0.207612456747
Right Middle Temporal Gyrus posterior division	0.114068441065	0.296551724138	0.0129026022173	0	0.477820025349	0.18
Right Lateral Occipital Cortex superior division	0.136882129278	0.350793650794	0.0144972426232	0	0.513941698352	0.291666666667
Right Middle Temporal Gyrus temporooccipital part	0.0532319391635	0.428571428571	0.0012868189619	0	0.380228136882	0.0
Right Middle Temporal Gyrus posterior division	0.06463878327	0.522058823529	0.00119868673031	0	0.409062103929	0.0
Right Inferior Temporal Gyrus temporooccipital part	0.0684410646388	0.411764705882	0.00223069823285	0	0.419201520913	0.0
Right Inferior Temporal Gyrus posterior division	0.0722433460076	0.409356725146	0.0019423425011	0	0.412864385298	0.0997229916898
Right Middle Temporal Gyrus posterior division	0.0494296577947	0.525641025641	0.000780501481563	0	0.398288973384	0.0
Right Middle Temporal Gyrus posterior division	0.0532319391635	0.549450549451	0.000535400531437	0	0.385487959442	0.0
Right Crus I	0.0304182509506	0.642857142857	0.000950399131848	0	0.385614702155	0.21875
Right Occipital Pole	0.117870722433	0.408602150538	0.00714972429504	0	0.49144486692	0.178980228928
Right Lateral Occipital Cortex inferior division	0.06463878327	0.573529411765	0.00115402304082	0	0.416349809886	0.110726643599
Right Lateral Occipital Cortex inferior division	0.0570342205323	0.6	0.000769148733933	0	0.407794676806	0.231111111111
